name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,255,30351,30351,0,1
LatinSquareFC,256,341366,341366,0,1
LatinSquareFC,257,38922,38922,0,1
LatinSquareFC,258,31227,31227,0,1
LatinSquareFC,259,28940,28940,0,1
LatinSquareFC,260,32591,32591,0,1
LatinSquareFC,261,28253,28253,0,1
LatinSquareFC,262,34325,34325,0,1
LatinSquareFC,263,29476,29476,0,1
LatinSquareFC,264,32036,32036,0,1
LatinSquareFC,265,30117,30117,0,1
LatinSquareFC,266,30702,30702,0,1
LatinSquareFC,267,33457,33457,0,1
LatinSquareFC,268,29563,29563,0,1
LatinSquareFC,269,32505,32505,0,1
LatinSquareFC,270,31086,31086,0,1
LatinSquareFC,271,33690,33690,0,1
LatinSquareFC,272,30215,30215,0,1
LatinSquareFC,273,34849,34849,0,1
LatinSquareFC,274,30443,30443,0,1
LatinSquareFC,275,32153,32153,0,1
LatinSquareFC,276,35629,35629,0,1
LatinSquareFC,277,45698,45698,0,1
LatinSquareFC,278,32548,32548,0,1
