name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,210,26387,26387,0,1
LatinSquareFC,211,22969,22969,0,1
LatinSquareFC,212,26999,26999,0,1
LatinSquareFC,213,28064,28064,0,1
LatinSquareFC,214,27099,27099,0,1
LatinSquareFC,215,26566,26566,0,1
LatinSquareFC,216,27046,27046,0,1
LatinSquareFC,217,25913,25913,0,1
LatinSquareFC,218,30451,30451,0,1
LatinSquareFC,219,25539,25539,0,1
LatinSquareFC,220,29142,29142,0,1
LatinSquareFC,221,27995,27995,0,1
LatinSquareFC,222,33169,33169,0,1
LatinSquareFC,223,24929,24929,0,1
LatinSquareFC,224,27039,27039,0,1
LatinSquareFC,225,29990,29990,0,1
LatinSquareFC,226,30463,30463,0,1
LatinSquareFC,227,78888,78888,0,1
LatinSquareFC,228,30239,30239,0,1
LatinSquareFC,229,26427,26427,0,1
LatinSquareFC,230,31470,31470,0,1
LatinSquareFC,231,31832,31832,0,1
LatinSquareFC,232,32223,32223,0,1
LatinSquareFC,233,33080,33080,0,1
LatinSquareFC,234,27239,27239,0,1
LatinSquareFC,235,26179,26179,0,1
LatinSquareFC,236,25216,25216,0,1
LatinSquareFC,237,32610,32610,0,1
LatinSquareFC,238,32411,32411,0,1
LatinSquareFC,239,26742,26742,0,1
LatinSquareFC,240,36202,36202,0,1
LatinSquareFC,241,27337,27337,0,1
LatinSquareFC,242,29038,29038,0,1
LatinSquareFC,243,34004,34004,0,1
LatinSquareFC,244,36537,36537,0,1
LatinSquareFC,245,37742,37742,0,1
LatinSquareFC,246,101295,101295,0,1
LatinSquareFC,247,82261,82261,0,1
LatinSquareFC,248,34488,34488,0,1
LatinSquareFC,249,31213,31213,0,1
LatinSquareFC,250,72130,72130,0,1
LatinSquareFC,251,30425,30425,0,1
LatinSquareFC,252,32847,32847,0,1
LatinSquareFC,253,28695,28695,0,1
LatinSquareFC,254,29563,29563,0,1
LatinSquareFC,255,29113,29113,0,1
LatinSquareFC,256,441449,441449,0,1
LatinSquareFC,257,36953,36953,0,1
LatinSquareFC,258,30539,30539,0,1
LatinSquareFC,259,29004,29004,0,1
LatinSquareFC,260,33791,33791,0,1
LatinSquareFC,261,31640,31640,0,1
LatinSquareFC,262,32844,32844,0,1
LatinSquareFC,263,29471,29471,0,1
LatinSquareFC,264,31388,31388,0,1
LatinSquareFC,265,28296,28296,0,1
LatinSquareFC,266,30521,30521,0,1
LatinSquareFC,267,29717,29717,0,1
LatinSquareFC,268,31369,31369,0,1
LatinSquareFC,269,28594,28594,0,1
LatinSquareFC,270,32397,32397,0,1
LatinSquareFC,271,30833,30833,0,1
LatinSquareFC,272,31469,31469,0,1
LatinSquareFC,273,33234,33234,0,1
LatinSquareFC,274,33560,33560,0,1
LatinSquareFC,275,35643,35643,0,1
LatinSquareFC,276,32561,32561,0,1
LatinSquareFC,277,30527,30527,0,1
LatinSquareFC,278,36073,36073,0,1
LatinSquareFC,279,156120,156120,0,1
LatinSquareFC,280,31163,31163,0,1
LatinSquareFC,281,31408,31408,0,1
LatinSquareFC,282,41508,41508,0,1
LatinSquareFC,283,31334,31334,0,1
LatinSquareFC,284,36314,36314,0,1
LatinSquareFC,285,32896,32896,0,1
LatinSquareFC,286,48010,48010,0,1
LatinSquareFC,287,34595,34595,0,1
